title,genre,link
Isaku: Respect,['Hentai'],https://myanimelist.net/anime/3587/Isaku__Respect
Ashita no Yukinojou,"['Hentai', 'Romance', 'School', 'Sports']",https://myanimelist.net/anime/5674/Ashita_no_Yukinojou
Shusaku,"['Hentai', 'School']",https://myanimelist.net/anime/2374/Shusaku
Keibiin,['Hentai'],https://myanimelist.net/anime/5664/Keibiin
Fujimi 2-choume Koukyougakudan,"['Drama', 'Music', 'Psychological', 'Romance', 'Slice of Life', 'Yaoi']",https://myanimelist.net/anime/2218/Fujimi_2-choume_Koukyougakudan
Uchiyama Aki,['Hentai'],https://myanimelist.net/anime/3644/Uchiyama_Aki
Megami Kyouju,"['Hentai', 'Horror', 'Military', 'Sci-Fi', 'Supernatural']",https://myanimelist.net/anime/4350/Megami_Kyouju
Ikusa Otome Valkyrie Specials,['Hentai'],https://myanimelist.net/anime/9486/Ikusa_Otome_Valkyrie_Specials
Hana Dorei,['Hentai'],https://myanimelist.net/anime/3380/Hana_Dorei
Be-yond,['Hentai'],https://myanimelist.net/anime/4820/Be-yond
Angel Core: Tenshi-tachi no Sumika,"['Action', 'Mecha', 'Hentai', 'Military', 'Historical']",https://myanimelist.net/anime/2946/Angel_Core__Tenshi-tachi_no_Sumika
Misuzu: Ikenai Koto,['Hentai'],https://myanimelist.net/anime/33515/Misuzu__Ikenai_Koto
Mamahaha,"['Drama', 'Hentai', 'Romance']",https://myanimelist.net/anime/3976/Mamahaha
Yoru ga Kuru!,"['Demons', 'Hentai', 'Horror', 'Super Power', 'Supernatural']",https://myanimelist.net/anime/1702/Yoru_ga_Kuru
Shinseiki Cream Lemon,"['Hentai', 'Yuri']",https://myanimelist.net/anime/9325/Shinseiki_Cream_Lemon
Shin Ruri-iro no Yuki,['Hentai'],https://myanimelist.net/anime/5665/Shin_Ruri-iro_no_Yuki
Seijuuden: Twin Dolls,"['Action', 'Demons', 'Hentai', 'Magic', 'Supernatural']",https://myanimelist.net/anime/3534/Seijuuden__Twin_Dolls
Kibun Kibun,['Hentai'],https://myanimelist.net/anime/4603/Kibun_Kibun
Netoraserare,['Hentai'],https://myanimelist.net/anime/30817/Netoraserare
Yuuguu Settai: Kotou no Gokuraku e Youkoso,['Hentai'],https://myanimelist.net/anime/1788/Yuuguu_Settai__Kotou_no_Gokuraku_e_Youkoso
Kakyuusei,"['Drama', 'Harem', 'Hentai', 'Romance']",https://myanimelist.net/anime/2610/Kakyuusei
Mugen no Kyoukai,"['Fantasy', 'Hentai', 'Supernatural']",https://myanimelist.net/anime/2373/Mugen_no_Kyoukai
Lunatic Night,"['Comedy', 'Hentai', 'Parody']",https://myanimelist.net/anime/4775/Lunatic_Night
Kawarazaki-ke no Ichizoku 2,['Hentai'],https://myanimelist.net/anime/4803/Kawarazaki-ke_no_Ichizoku_2
Gedou Gakuen,"['Hentai', 'Supernatural']",https://myanimelist.net/anime/2340/Gedou_Gakuen
Blood Royale,['Hentai'],https://myanimelist.net/anime/1386/Blood_Royale
Doukyuusei (OVA): Natsu no Owari ni,"['Drama', 'Harem', 'Hentai', 'Romance']",https://myanimelist.net/anime/3558/Doukyuusei_OVA__Natsu_no_Owari_ni
Sakuramiya Shimai no Netorare Kiroku,['Hentai'],https://myanimelist.net/anime/39526/Sakuramiya_Shimai_no_Netorare_Kiroku
Yunyun☆Paradise,['Hentai'],https://myanimelist.net/anime/3645/Yunyun%E2%98%86Paradise
Mahou Shoujo Meruru,"['Adventure', 'Fantasy', 'Magic', 'Hentai']",https://myanimelist.net/anime/3526/Mahou_Shoujo_Meruru
M.E.M.: Yogosareta Junketsu,['Hentai'],https://myanimelist.net/anime/4840/MEM__Yogosareta_Junketsu
Ebenbourg no Kaze,['Hentai'],https://myanimelist.net/anime/4487/Ebenbourg_no_Kaze
Buta Himesama,"['Hentai', 'Supernatural', 'Fantasy']",https://myanimelist.net/anime/10764/Buta_Himesama
Shounen Maid Kuuro-kun: Tenshi no Uta,"['Hentai', 'Yaoi']",https://myanimelist.net/anime/7110/Shounen_Maid_Kuuro-kun__Tenshi_no_Uta
Seisen Gakuin,['Hentai'],https://myanimelist.net/anime/4492/Seisen_Gakuin
Toushin Toshi II,"['Adventure', 'Fantasy', 'Hentai', 'Romance']",https://myanimelist.net/anime/2838/Toushin_Toshi_II
Jii Tousaku,['Hentai'],https://myanimelist.net/anime/5403/Jii_Tousaku
Onmyouji: Youen Emaki,"['Hentai', 'Demons']",https://myanimelist.net/anime/5049/Onmyouji__Youen_Emaki
Ijoku,['Hentai'],https://myanimelist.net/anime/3580/Ijoku
Dragon Rider,['Hentai'],https://myanimelist.net/anime/3551/Dragon_Rider
Kamyla,"['Hentai', 'Police']",https://myanimelist.net/anime/3921/Kamyla
Inko,"['Hentai', 'Yuri']",https://myanimelist.net/anime/5890/Inko
Hyakki,"['Hentai', 'Horror']",https://myanimelist.net/anime/1782/Hyakki
Zutto Suki Datta,"['Hentai', 'Drama', 'School']",https://myanimelist.net/anime/34895/Zutto_Suki_Datta
Soukan Rensa,['Hentai'],https://myanimelist.net/anime/3556/Soukan_Rensa
Shiiku x Kanojo: Tenshi no Kousoku-hen,['Hentai'],https://myanimelist.net/anime/33125/Shiiku_x_Kanojo__Tenshi_no_Kousoku-hen
Inma Daitoshi: Beast City,['Hentai'],https://myanimelist.net/anime/1595/Inma_Daitoshi__Beast_City
Swamp Stamp Anime Edition,['Hentai'],https://myanimelist.net/anime/35726/Swamp_Stamp_Anime_Edition
Shin Choujin Densetsu Urotsukidouji Mataiden,"['Fantasy', 'Hentai', 'Demons', 'Horror', 'Sci-Fi']",https://myanimelist.net/anime/2342/Shin_Choujin_Densetsu_Urotsukidouji_Mataiden
Inmu 2,['Hentai'],https://myanimelist.net/anime/4400/Inmu_2
Cleopatra,"['Sci-Fi', 'Hentai', 'Historical']",https://myanimelist.net/anime/2755/Cleopatra
Guy: Youma Kakusei,"['Action', 'Sci-Fi', 'Hentai', 'Space']",https://myanimelist.net/anime/2070/Guy__Youma_Kakusei
Onna Maou Melissa no H na Boukenki,"['Hentai', 'Demons', 'Magic', 'Fantasy']",https://myanimelist.net/anime/39842/Onna_Maou_Melissa_no_H_na_Boukenki
Isaku,['Hentai'],https://myanimelist.net/anime/3586/Isaku
Bishoujo Comic Lolicon Angel: Mitsu no Aji,['Hentai'],https://myanimelist.net/anime/3649/Bishoujo_Comic_Lolicon_Angel__Mitsu_no_Aji
Itoshi no Kotodama,['Hentai'],https://myanimelist.net/anime/5590/Itoshi_no_Kotodama
Kara no Shoujo,"['Hentai', 'Mystery']",https://myanimelist.net/anime/7265/Kara_no_Shoujo
Doukyuusei 2 (OVA),['Hentai'],https://myanimelist.net/anime/4842/Doukyuusei_2_OVA
Injuu Kyoushi,"['Demons', 'Hentai', 'Horror']",https://myanimelist.net/anime/3908/Injuu_Kyoushi
Chijoku Kankin,['Hentai'],https://myanimelist.net/anime/4717/Chijoku_Kankin
Mahou Shoujo Sae,['Hentai'],https://myanimelist.net/anime/5401/Mahou_Shoujo_Sae
Dark,['Hentai'],https://myanimelist.net/anime/3393/Dark
Utsukushiki Sei no Dendoushi Reirei,"['Hentai', 'Yuri']",https://myanimelist.net/anime/2959/Utsukushiki_Sei_no_Dendoushi_Reirei
Terra Story,['Hentai'],https://myanimelist.net/anime/5612/Terra_Story
Utsukushiki Emono-tachi no Gakuen,['Hentai'],https://myanimelist.net/anime/3539/Utsukushiki_Emono-tachi_no_Gakuen
Injuu Onna Kyoushi,['Hentai'],https://myanimelist.net/anime/5649/Injuu_Onna_Kyoushi
Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu,"['Action', 'Mecha', 'Hentai', 'Sci-Fi', 'Yaoi']",https://myanimelist.net/anime/977/Ginga_Teikoku_no_Metsubou_Gaiden__Aoki_Ookami-tachi_no_Densetsu
Zero no Mono,['Hentai'],https://myanimelist.net/anime/3826/Zero_no_Mono
Ice,"['Action', 'Military', 'Sci-Fi', 'Shoujo Ai', 'Yuri']",https://myanimelist.net/anime/2169/Ice
Binetsu Shoukougun,['Hentai'],https://myanimelist.net/anime/3942/Binetsu_Shoukougun
Seisai,"['Dementia', 'Fantasy', 'Hentai', 'Horror']",https://myanimelist.net/anime/2944/Seisai
Shitsurakuen,['Hentai'],https://myanimelist.net/anime/4479/Shitsurakuen
Joou-sama wa M Dorei,['Hentai'],https://myanimelist.net/anime/3066/Joou-sama_wa_M_Dorei
Nonomura Byouin no Hitobito,"['Hentai', 'Mystery']",https://myanimelist.net/anime/4819/Nonomura_Byouin_no_Hitobito
Enzai,"['Hentai', 'Horror', 'Yaoi']",https://myanimelist.net/anime/724/Enzai
Injoku no Heya,"['Hentai', 'Romance']",https://myanimelist.net/anime/4644/Injoku_no_Heya
Kyouhaku: Owaranai Ashita - Special Stage,['Hentai'],https://myanimelist.net/anime/10409/Kyouhaku__Owaranai_Ashita_-_Special_Stage
Harenchi Koumon Manyuuki,"['Hentai', 'Historical']",https://myanimelist.net/anime/5566/Harenchi_Koumon_Manyuuki
Momoko,"['Hentai', 'Romance']",https://myanimelist.net/anime/9887/Momoko
Rankou Choukyou: Maid ni Natta Shoujo,['Hentai'],https://myanimelist.net/anime/3094/Rankou_Choukyou__Maid_ni_Natta_Shoujo
G-Taste (2010),"['Ecchi', 'Yuri']",https://myanimelist.net/anime/9600/G-Taste_2010
Bi-Indoushi Miija: Injoku no Gakuen,['Hentai'],https://myanimelist.net/anime/3980/Bi-Indoushi_Miija__Injoku_no_Gakuen
Kanzen Mushuusei: Sorezore no Houkago,"['Hentai', 'Hentai', 'School', 'School']",https://myanimelist.net/anime/5154/Kanzen_Mushuusei__Sorezore_no_Houkago
Princess Road: Bara to Dokuro no Monshou,['Hentai'],https://myanimelist.net/anime/3639/Princess_Road__Bara_to_Dokuro_no_Monshou
Ryuusei Tenshi Primaveil,['Hentai'],https://myanimelist.net/anime/5108/Ryuusei_Tenshi_Primaveil
Injuu Daikessen,['Hentai'],https://myanimelist.net/anime/3950/Injuu_Daikessen
Harumi-chan no Oita,['Hentai'],https://myanimelist.net/anime/2991/Harumi-chan_no_Oita
Love² Police,['Hentai'],https://myanimelist.net/anime/7908/Love%C2%B2_Police
MaMa,['Hentai'],https://myanimelist.net/anime/1499/MaMa
Seishou Jogangu Alice Doll,['Hentai'],https://myanimelist.net/anime/4867/Seishou_Jogangu_Alice_Doll
Injuu Alien,"['Action', 'Adventure', 'Hentai', 'Horror', 'Sci-Fi']",https://myanimelist.net/anime/2315/Injuu_Alien
Zero Sum Game: Sex Crime,['Hentai'],https://myanimelist.net/anime/4496/Zero_Sum_Game__Sex_Crime
2x1,['Hentai'],https://myanimelist.net/anime/2864/2x1
Ko Ko Ro,['Hentai'],https://myanimelist.net/anime/5588/Ko_Ko_Ro
Fruits Version,['Hentai'],https://myanimelist.net/anime/14209/Fruits_Version
Eisai Kyoiku,"['Hentai', 'School']",https://myanimelist.net/anime/4699/Eisai_Kyoiku
Youjuu Kyoushitsu,"['Hentai', 'Horror', 'Demons']",https://myanimelist.net/anime/2338/Youjuu_Kyoushitsu
Youshou,"['Demons', 'Hentai', 'Horror']",https://myanimelist.net/anime/3536/Youshou
Nessa no Wakusei,"['Hentai', 'Sci-Fi']",https://myanimelist.net/anime/2551/Nessa_no_Wakusei
Momone,['Hentai'],https://myanimelist.net/anime/3563/Momone
Shin Reyon Densetsu: Mou Hitori no Flair,['Hentai'],https://myanimelist.net/anime/5587/Shin_Reyon_Densetsu__Mou_Hitori_no_Flair
Sukeban Shoukai Cutie Lemon,['Hentai'],https://myanimelist.net/anime/8523/Sukeban_Shoukai_Cutie_Lemon
Try Z,['Hentai'],https://myanimelist.net/anime/9341/Try_Z
Mahou no Rouge Lipstick,['Hentai'],https://myanimelist.net/anime/3643/Mahou_no_Rouge_Lipstick
Kunoichi Gakuen Ninpouchou,"['Action', 'Hentai', 'Comedy', 'Demons', 'Martial Arts', 'School']",https://myanimelist.net/anime/4369/Kunoichi_Gakuen_Ninpouchou
SF Lolita Fantasy Ome-1,"['Hentai', 'Parody', 'Sci-Fi']",https://myanimelist.net/anime/7864/SF_Lolita_Fantasy_Ome-1
Rhythm: Koi no Rhythm,['Hentai'],https://myanimelist.net/anime/5573/Rhythm__Koi_no_Rhythm
Denki Musou Hana,['Hentai'],https://myanimelist.net/anime/9257/Denki_Musou_Hana
Hi Gekiga Ukiyoe Senya Ichiya,"['Action', 'Hentai']",https://myanimelist.net/anime/20007/Hi_Gekiga_Ukiyoe_Senya_Ichiya
Inyouchuu Shoku: Harami Ochiru Shoujo-tachi Anime Edition,"['Hentai', 'Demons']",https://myanimelist.net/anime/35780/Inyouchuu_Shoku__Harami_Ochiru_Shoujo-tachi_Anime_Edition
69 Pink Riders 2,['Hentai'],https://myanimelist.net/anime/5773/69_Pink_Riders_2
Injuu Nerawareta Idol,"['Demons', 'Hentai']",https://myanimelist.net/anime/3584/Injuu_Nerawareta_Idol
G.T.R G-cup Teacher Rei,['Hentai'],https://myanimelist.net/anime/5663/GTR_G-cup_Teacher_Rei
Telepathist IQ Saiko,['Hentai'],https://myanimelist.net/anime/5542/Telepathist_IQ_Saiko
Idol Kyousei Sousa,['Hentai'],https://myanimelist.net/anime/34506/Idol_Kyousei_Sousa
Aoi Yousei,['Hentai'],https://myanimelist.net/anime/5586/Aoi_Yousei
Heisei Jogakuen Kagai Lesson,['Hentai'],https://myanimelist.net/anime/5545/Heisei_Jogakuen_Kagai_Lesson
Gakuen Maria: Bakunyuu Teachers,['Hentai'],https://myanimelist.net/anime/6622/Gakuen_Maria__Bakunyuu_Teachers
Wana: Hakudaku Mamire no Houkago,['Hentai'],https://myanimelist.net/anime/9968/Wana__Hakudaku_Mamire_no_Houkago
Shishou Series,"['Horror', 'Supernatural', 'School', 'Seinen']",https://myanimelist.net/anime/30223/Shishou_Series
Shin Chuuka Ichiban! 2,"['Comedy', 'Shounen']",https://myanimelist.net/anime/40957/Shin_Chuuka_Ichiban_2
Quanzhi Gaoshou 2nd Season,"['Action', 'Game']",https://myanimelist.net/anime/37932/Quanzhi_Gaoshou_2nd_Season
Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,"['Action', 'Fantasy', 'Magic', 'Shoujo']",https://myanimelist.net/anime/40587/Precure_Miracle_Leap_Movie__Minna_to_no_Fushigi_na_Ichinichi
Nihon Chinbotsu 2020,"['Sci-Fi', 'Drama']",https://myanimelist.net/anime/40515/Nihon_Chinbotsu_2020
Nami yo Kiitekure,"['Comedy', 'Drama', 'Romance', 'Seinen']",https://myanimelist.net/anime/40513/Nami_yo_Kiitekure
Project758,['Drama'],https://myanimelist.net/anime/24023/Project758
Nekopara,"['Comedy', 'Romance']",https://myanimelist.net/anime/38924/Nekopara
Moonrise,"['Sci-Fi', 'Space']",https://myanimelist.net/anime/38903/Moonrise
Mahouka Koukou no Rettousei: Raihousha-hen,"['Action', 'Magic', 'Romance', 'School', 'Sci-Fi', 'Supernatural']",https://myanimelist.net/anime/40497/Mahouka_Koukou_no_Rettousei__Raihousha-hen
Mainichi JK Kikaku Episode 0,['School'],https://myanimelist.net/anime/36005/Mainichi_JK_Kikaku_Episode_0
Love Live! Nijigasaki Gakuen School Idol Doukoukai,"['Music', 'Slice of Life', 'School']",https://myanimelist.net/anime/40879/Love_Live_Nijigasaki_Gakuen_School_Idol_Doukoukai
Library Cross Infinite,"['Mystery', 'Supernatural', 'Romance', 'Josei']",https://myanimelist.net/anime/36252/Library_Cross_Infinite
"Kumo Desu ga, Nani ka?","['Adventure', 'Comedy', 'Fantasy']",https://myanimelist.net/anime/37984/Kumo_Desu_ga_Nani_ka
Kud Wafter,"['Comedy', 'Romance', 'School']",https://myanimelist.net/anime/35960/Kud_Wafter
Kingdom 3rd Season,"['Action', 'Military', 'Historical', 'Seinen']",https://myanimelist.net/anime/40682/Kingdom_3rd_Season
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen","['Action', 'Military', 'Romance', 'Fantasy']",https://myanimelist.net/anime/40595/Kimi_to_Boku_no_Saigo_no_Senjou_Aruiwa_Sekai_ga_Hajimaru_Seisen
Katsugeki/Touken Ranbu Movie,"['Action', 'Samurai', 'Fantasy']",https://myanimelist.net/anime/36419/Katsugeki_Touken_Ranbu_Movie
Inferno Cop 2nd Season,"['Action', 'Police']",https://myanimelist.net/anime/35716/Inferno_Cop_2nd_Season
Doll Saaya,['Hentai'],https://myanimelist.net/anime/9317/Doll_Saaya
Tonari no Ie no Anette-san The Animation,['Hentai'],https://myanimelist.net/anime/40639/Tonari_no_Ie_no_Anette-san_The_Animation
Suzumi-bune,"['Hentai', 'Historical']",https://myanimelist.net/anime/38339/Suzumi-bune
Onii-chan Asa made Zutto Gyutte Shite!,['Hentai'],https://myanimelist.net/anime/40022/Onii-chan_Asa_made_Zutto_Gyutte_Shite
Nozoki Kanojo,['Hentai'],https://myanimelist.net/anime/40471/Nozoki_Kanojo
Na Bbeun Sang Sa,"['Slice of Life', 'Hentai', 'Drama', 'Romance', 'Thriller', 'Josei']",https://myanimelist.net/anime/39731/Na_Bbeun_Sang_Sa
Junjou Juugeki Cosplay Shoujo,"['Hentai', 'Comedy', 'Parody']",https://myanimelist.net/anime/40131/Junjou_Juugeki_Cosplay_Shoujo
Dounika Naru Hibi,"['Slice of Life', 'Drama', 'Romance', 'Yaoi', 'Yuri']",https://myanimelist.net/anime/40747/Dounika_Naru_Hibi
Chii-chan Kaihatsu Nikki,['Hentai'],https://myanimelist.net/anime/40520/Chii-chan_Kaihatsu_Nikki
6 Lovers,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen Ai', 'Slice of Life', 'Supernatural', 'Yaoi']",https://myanimelist.net/anime/35746/6_Lovers
** Kouhai,"['Harem', 'Hentai', 'Demons', 'Magic', 'Fantasy']",https://myanimelist.net/anime/40658/_Kouhai
Tsui no Sora,['Hentai'],https://myanimelist.net/anime/5569/Tsui_no_Sora
Joshidai: Ecchi Soudanshitsu,['Hentai'],https://myanimelist.net/anime/4310/Joshidai__Ecchi_Soudanshitsu
Blue Seagull,"['Action', 'Hentai']",https://myanimelist.net/anime/11141/Blue_Seagull
Youbi Masochist Animation,['Hentai'],https://myanimelist.net/anime/7343/Youbi_Masochist_Animation
Offside Girl,"['Hentai', 'Sports']",https://myanimelist.net/anime/5589/Offside_Girl
Youma Shoukan e Youkoso,"['Demons', 'Fantasy', 'Hentai', 'Supernatural']",https://myanimelist.net/anime/40519/Youma_Shoukan_e_Youkoso
Kateikyoushi Bishounen Kari,['Hentai'],https://myanimelist.net/anime/5547/Kateikyoushi_Bishounen_Kari
Bishoujo Animerama: Miyuki-chan SOS-H Shichauzo,['Hentai'],https://myanimelist.net/anime/13051/Bishoujo_Animerama__Miyuki-chan_SOS-H_Shichauzo
Bishoujo Animerama: Manami no Michi Tono Sou Nyuu!?,"['Hentai', 'Sci-Fi']",https://myanimelist.net/anime/18483/Bishoujo_Animerama__Manami_no_Michi_Tono_Sou_Nyuu
Prima Donna Mai,['Hentai'],https://myanimelist.net/anime/6903/Prima_Donna_Mai
Esper Bishoujo Manami,['Hentai'],https://myanimelist.net/anime/4833/Esper_Bishoujo_Manami
Bishoujo Animerama: Minami no Watashi no Heart ni Tacchi Shite...,"['Hentai', 'Romance']",https://myanimelist.net/anime/18479/Bishoujo_Animerama__Minami_no_Watashi_no_Heart_ni_Tacchi_Shite
Battle Can²,"['Action', 'Hentai', 'Sci-Fi']",https://myanimelist.net/anime/6025/Battle_Can%C2%B2
Mini Skirt Gakuen,['Hentai'],https://myanimelist.net/anime/2990/Mini_Skirt_Gakuen
Onna Spy Goumon: Teki no Ajito wa Jotai Goumonsho,['Hentai'],https://myanimelist.net/anime/29111/Onna_Spy_Goumon__Teki_no_Ajito_wa_Jotai_Goumonsho
Sei Michaela Gakuen Hyouryuuki II,['Hentai'],https://myanimelist.net/anime/2240/Sei_Michaela_Gakuen_Hyouryuuki_II
Henbou Moral Hazard,['Hentai'],https://myanimelist.net/anime/3540/Henbou_Moral_Hazard
Dream Hazard: Akuma no Program,['Hentai'],https://myanimelist.net/anime/4178/Dream_Hazard__Akuma_no_Program
Bishoujo Animerama: Gokkun Doll - Choujigen Pico-chan Toujou!!,"['Hentai', 'School', 'Sci-Fi']",https://myanimelist.net/anime/18481/Bishoujo_Animerama__Gokkun_Doll_-_Choujigen_Pico-chan_Toujou
Wake Up! Aria: Majokko Virgin Kiki Ippatsu,['Hentai'],https://myanimelist.net/anime/5160/Wake_Up_Aria__Majokko_Virgin_Kiki_Ippatsu
Haikyuu!! Second Season,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",https://myanimelist.net/anime/28891/Haikyuu_Second_Season
Shigatsu wa Kimi no Uso,"['Drama', 'Music', 'Romance', 'School', 'Shounen']",https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso
Made in Abyss,"['Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",https://myanimelist.net/anime/34599/Made_in_Abyss
Fullmetal Alchemist: Brotherhood,"['Action', 'Military', 'Adventure', 'Comedy', 'Drama', 'Magic', 'Fantasy', 'Shounen']",https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood
Kizumonogatari III: Reiketsu-hen,"['Action', 'Mystery', 'Supernatural', 'Vampire']",https://myanimelist.net/anime/31758/Kizumonogatari_III__Reiketsu-hen
Mob Psycho 100 II,"['Action', 'Slice of Life', 'Comedy', 'Supernatural']",https://myanimelist.net/anime/37510/Mob_Psycho_100_II
Sen to Chihiro no Kamikakushi,"['Adventure', 'Supernatural', 'Drama']",https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi
Kimetsu no Yaiba,"['Action', 'Demons', 'Historical', 'Shounen', 'Supernatural']",https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba
Owarimonogatari 2nd Season,"['Mystery', 'Comedy', 'Supernatural', 'Vampire']",https://myanimelist.net/anime/35247/Owarimonogatari_2nd_Season
Code Geass: Hangyaku no Lelouch R2,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha']",https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",https://myanimelist.net/anime/32935/Haikyuu__Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou
Gintama.,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/34096/Gintama
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare
Gintama,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/918/Gintama
Clannad: After Story,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance']",https://myanimelist.net/anime/4181/Clannad__After_Story
Gintama': Enchousen,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/15417/Gintama__Enchousen
One Punch Man,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Super Power', 'Supernatural', 'Seinen']",https://myanimelist.net/anime/30276/One_Punch_Man
Qin Shi Ming Yue: Canghai Hengliu,"['Action', 'Historical', 'Martial Arts', 'Fantasy']",https://myanimelist.net/anime/39023/Qin_Shi_Ming_Yue__Canghai_Hengliu
Minami-ke Tadaima,"['Comedy', 'School', 'Slice of Life']",https://myanimelist.net/anime/14511/Minami-ke_Tadaima
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,"['Sports', 'School', 'Shounen']",https://myanimelist.net/anime/32870/Kuroko_no_Basket_Movie_2__Winter_Cup_-_Namida_no_Saki_e
Pokemon Advanced Generation,"['Action', 'Adventure', 'Comedy', 'Kids', 'Fantasy']",https://myanimelist.net/anime/1564/Pokemon_Advanced_Generation
Hello! Lady Lynn,"['Drama', 'Shoujo']",https://myanimelist.net/anime/2405/Hello_Lady_Lynn
Hokuto no Ken: Yuria-den,"['Action', 'Adventure', 'Drama', 'Martial Arts']",https://myanimelist.net/anime/3027/Hokuto_no_Ken__Yuria-den
Haiyore! Nyaruko-san,"['Sci-Fi', 'Comedy', 'Parody']",https://myanimelist.net/anime/11785/Haiyore_Nyaruko-san
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2","['Comedy', 'Drama', 'Mystery', 'Police']",https://myanimelist.net/anime/37490/Gyakuten_Saiban__Sono_Shinjitsu_Igi_Ari_Season_2
Hakkenden: Touhou Hakken Ibun 2nd Season,"['Action', 'Demons', 'Supernatural', 'Fantasy', 'Shoujo']",https://myanimelist.net/anime/18055/Hakkenden__Touhou_Hakken_Ibun_2nd_Season
Gabriel DropOut Specials,"['Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']",https://myanimelist.net/anime/34855/Gabriel_DropOut_Specials
Fushigi Yuugi,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']",https://myanimelist.net/anime/123/Fushigi_Yuugi
Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,"['Sci-Fi', 'Slice of Life', 'Comedy', 'School']",https://myanimelist.net/anime/3219/Gakuen_Utopia_Manabi_Straight__Natsu_da_Manabi_da_Kyouka_Gasshuku_da
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/898/Dragon_Ball_Z_Movie_05__Tobikkiri_no_Saikyou_tai_Saikyou
Flip Flappers,"['Sci-Fi', 'Adventure', 'Comedy', 'Magic']",https://myanimelist.net/anime/32979/Flip_Flappers
Lesson XX,"['Romance', 'Shounen Ai']",https://myanimelist.net/anime/1908/Lesson_XX
Doraemon Movie 19: Nobita no Nankai Daibouken,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/2664/Doraemon_Movie_19__Nobita_no_Nankai_Daibouken
Gakuen Senki Muryou,"['Sci-Fi', 'Adventure', 'Space', 'Supernatural', 'Mecha', 'Shounen']",https://myanimelist.net/anime/1179/Gakuen_Senki_Muryou
First Squad: The Moment of Truth,"['Action', 'Historical', 'Military', 'Super Power', 'Supernatural']",https://myanimelist.net/anime/5178/First_Squad__The_Moment_of_Truth
Chrno Crusade,"['Action', 'Demons', 'Historical', 'Romance', 'Shounen', 'Supernatural']",https://myanimelist.net/anime/60/Chrno_Crusade
Bungou Stray Dogs: Hitori Ayumu,"['Action', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']",https://myanimelist.net/anime/33071/Bungou_Stray_Dogs__Hitori_Ayumu
Cyborg Kuro-chan,"['Comedy', 'Sci-Fi']",https://myanimelist.net/anime/2907/Cyborg_Kuro-chan
Bounen no Xamdou,"['Action', 'Military', 'Sci-Fi']",https://myanimelist.net/anime/4177/Bounen_no_Xamdou
Chuunibyou demo Koi ga Shitai! Ren Specials,['Comedy'],https://myanimelist.net/anime/23237/Chuunibyou_demo_Koi_ga_Shitai_Ren_Specials
Fake Style,['Music'],https://myanimelist.net/anime/32745/Fake_Style
Eun-sil-i,['Drama'],https://myanimelist.net/anime/30193/Eun-sil-i
