title,genre,link
Zoids,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",https://myanimelist.net/anime/763/Zoids
Saru Getchu: On Air,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Romance', 'Shounen']",https://myanimelist.net/anime/1872/Saru_Getchu__On_Air
Rinne no Lagrange Season 2 Specials,['Comedy'],https://myanimelist.net/anime/18639/Rinne_no_Lagrange_Season_2_Specials
Saikyou Robot Daiouja,"['Action', 'Sci-Fi', 'Mecha', 'Shounen']",https://myanimelist.net/anime/4574/Saikyou_Robot_Daiouja
Yuuki Yuuna wa Yuusha de Aru,"['Slice of Life', 'Psychological', 'Drama', 'Magic', 'Fantasy']",https://myanimelist.net/anime/25519/Yuuki_Yuuna_wa_Yuusha_de_Aru
Pika Don,"['Drama', 'Historical']",https://myanimelist.net/anime/7117/Pika_Don
Yokoyama Mitsuteru Sangokushi,"['Action', 'Adventure', 'Historical']",https://myanimelist.net/anime/970/Yokoyama_Mitsuteru_Sangokushi
Nanako SOS,"['Comedy', 'Parody', 'Romance', 'Super Power']",https://myanimelist.net/anime/3619/Nanako_SOS
Nono-chan,"['Comedy', 'Slice of Life']",https://myanimelist.net/anime/6625/Nono-chan
UN-GO,"['Mystery', 'Supernatural']",https://myanimelist.net/anime/10798/UN-GO
Nameless,"['Music', 'Romance']",https://myanimelist.net/anime/34003/Nameless
Monkey Turn,"['Action', 'Sports', 'Drama', 'Shounen']",https://myanimelist.net/anime/2740/Monkey_Turn
Tokio Heidi: Mainichi no Kodomo Uta,"['Kids', 'Music']",https://myanimelist.net/anime/32799/Tokio_Heidi__Mainichi_no_Kodomo_Uta
Time on the Planet,['Dementia'],https://myanimelist.net/anime/37453/Time_on_the_Planet
Kyoto Animation: Megane-hen,['Supernatural'],https://myanimelist.net/anime/17813/Kyoto_Animation__Megane-hen
Tokimeki Restaurant☆☆☆  MIRACLE6 Movie,"['Music', 'Romance']",https://myanimelist.net/anime/36204/Tokimeki_Restaurant%E2%98%86%E2%98%86%E2%98%86__MIRACLE6_Movie
Koi Tsubomi,"['Music', 'Kids', 'Fantasy']",https://myanimelist.net/anime/7295/Koi_Tsubomi
Toki: Kono Hoshi no Mirai wo Mitsumete,"['Historical', 'Drama']",https://myanimelist.net/anime/23407/Toki__Kono_Hoshi_no_Mirai_wo_Mitsumete
Toki-iro Kaima,"['Horror', 'Shounen']",https://myanimelist.net/anime/19513/Toki-iro_Kaima
Toki no Daichi: Hana no Oukoku no Majo,"['Adventure', 'Fantasy']",https://myanimelist.net/anime/17201/Toki_no_Daichi__Hana_no_Oukoku_no_Majo
Towa no Quon 2: Konton no Ranbu,"['Action', 'Sci-Fi', 'Mystery', 'Super Power', 'Supernatural']",https://myanimelist.net/anime/10713/Towa_no_Quon_2__Konton_no_Ranbu
Koutetsu Sangokushi,"['Adventure', 'Historical', 'Shounen']",https://myanimelist.net/anime/2162/Koutetsu_Sangokushi
Toe! Space Attendant Aoi,[],https://myanimelist.net/anime/38012/Toe_Space_Attendant_Aoi
Tobiuo no Boy wa Byouki Desu,"['Fantasy', 'Historical', 'Kids']",https://myanimelist.net/anime/26149/Tobiuo_no_Boy_wa_Byouki_Desu
Tobidashicha dame!,"['Kids', 'Drama']",https://myanimelist.net/anime/26339/Tobidashicha_dame
Tobidasu Ehon 3D,['Kids'],https://myanimelist.net/anime/24803/Tobidasu_Ehon_3D
Tobidashi wa Abunaizo! Mushi Mushi Mura no Koutsuu Anzen,"['Drama', 'Kids']",https://myanimelist.net/anime/30928/Tobidashi_wa_Abunaizo_Mushi_Mushi_Mura_no_Koutsuu_Anzen
Tobidase!! Buddy-kun,"['Game', 'Parody']",https://myanimelist.net/anime/35453/Tobidase_Buddy-kun
Tobidase! Machine Hiryuu,"['Cars', 'Comedy', 'Parody', 'Shounen']",https://myanimelist.net/anime/20125/Tobidase_Machine_Hiryuu
Tono-sama no Chawan,['Kids'],https://myanimelist.net/anime/35101/Tono-sama_no_Chawan
Tong Tong - You You no Koutsuu Anzen,['Kids'],https://myanimelist.net/anime/39256/Tong_Tong_-_You_You_no_Koutsuu_Anzen
Tong Tong - You You no Hi no Youjin,['Kids'],https://myanimelist.net/anime/39255/Tong_Tong_-_You_You_no_Hi_no_Youjin
Turning Mecard W: Vandyne-ui Bimil,"['Adventure', 'Cars', 'Game', 'Kids', 'Mecha']",https://myanimelist.net/anime/37750/Turning_Mecard_W__Vandyne-ui_Bimil
Turning Mecard W Season 2,"['Game', 'Adventure', 'Cars', 'Kids', 'Mecha']",https://myanimelist.net/anime/35543/Turning_Mecard_W_Season_2
Turning Mecard W,"['Game', 'Adventure', 'Cars', 'Kids', 'Mecha']",https://myanimelist.net/anime/35542/Turning_Mecard_W
Turning Mecard R,"['Cars', 'Game', 'Kids', 'Mecha']",https://myanimelist.net/anime/37749/Turning_Mecard_R
Tug-Tug,[],https://myanimelist.net/anime/38640/Tug-Tug
Tu Xia Zhi Qing Li Chuanshuo,"['Action', 'Adventure', 'Comedy', 'Martial Arts']",https://myanimelist.net/anime/32890/Tu_Xia_Zhi_Qing_Li_Chuanshuo
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,"['Comedy', 'Magic']",https://myanimelist.net/anime/33085/Unko-san__Tsuiteru_Hito_ni_Shika_Mienai_Yousei_Junjou_Ha
Union Union,['Kids'],https://myanimelist.net/anime/34426/Union_Union
Tsuyu no Hito Shizuku,['Historical'],https://myanimelist.net/anime/6273/Tsuyu_no_Hito_Shizuku
Unicorn no Kyupi,"['Fantasy', 'Kids']",https://myanimelist.net/anime/34990/Unicorn_no_Kyupi
Umi no Koumori,"['Drama', 'Kids']",https://myanimelist.net/anime/30977/Umi_no_Koumori
Warai no Show Gakkou,"['Kids', 'Comedy']",https://myanimelist.net/anime/29747/Warai_no_Show_Gakkou
Umihiko Yamahiko,"['Fantasy', 'Historical']",https://myanimelist.net/anime/34038/Umihiko_Yamahiko
Undouki Kenshin Manual Taiou Taisou,['Kids'],https://myanimelist.net/anime/32388/Undouki_Kenshin_Manual_Taiou_Taisou
Umigame to Shounen,"['Drama', 'Historical']",https://myanimelist.net/anime/20225/Umigame_to_Shounen
Wankorobee,"['Comedy', 'Fantasy', 'Kids']",https://myanimelist.net/anime/2708/Wankorobee
Wanpaku Tanteidan,"['Action', 'Mystery']",https://myanimelist.net/anime/12139/Wanpaku_Tanteidan
Xi Yang Yang Yu Hui Tai Lang: Zhi Xi Qi Yang Yang Guo She Nian,"['Adventure', 'Comedy', 'Kids']",https://myanimelist.net/anime/37390/Xi_Yang_Yang_Yu_Hui_Tai_Lang__Zhi_Xi_Qi_Yang_Yang_Guo_She_Nian
Xi Xing Ji,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",https://myanimelist.net/anime/38490/Xi_Xing_Ji
X Maiden: Izakaya Tamaki,['Comedy'],https://myanimelist.net/anime/24839/X_Maiden__Izakaya_Tamaki
Xevious,"['Action', 'Adventure', 'Sci-Fi', 'Space']",https://myanimelist.net/anime/12799/Xevious
Wu Lan Qi Qi Ge,"['Kids', 'Historical']",https://myanimelist.net/anime/31701/Wu_Lan_Qi_Qi_Ge
Yanoya,['Music'],https://myanimelist.net/anime/40502/Yanoya
Yankee Hamster,['Comedy'],https://myanimelist.net/anime/35011/Yankee_Hamster
Yankee Reppuu-tai,"['Adventure', 'Drama', 'Shounen']",https://myanimelist.net/anime/12791/Yankee_Reppuu-tai
Yanbou Ninbou Tonbou no Koutsuu Anzen,['Kids'],https://myanimelist.net/anime/39228/Yanbou_Ninbou_Tonbou_no_Koutsuu_Anzen
Yancharu Moncha,['Kids'],https://myanimelist.net/anime/30116/Yancharu_Moncha
Yanbou Ninbou Tonbou,['Fantasy'],https://myanimelist.net/anime/12793/Yanbou_Ninbou_Tonbou
Kishin Heidan,"['Adventure', 'Mecha', 'Historical', 'Sci-Fi']",https://myanimelist.net/anime/3061/Kishin_Heidan
King of Fighters: Another Day,"['Adventure', 'Drama', 'Shounen']",https://myanimelist.net/anime/825/King_of_Fighters__Another_Day
Kinnikuman: New York Kiki Ippatsu!,"['Action', 'Comedy', 'Sports', 'Shounen']",https://myanimelist.net/anime/3278/Kinnikuman__New_York_Kiki_Ippatsu
Kick-Heart,"['Comedy', 'Romance', 'Sports']",https://myanimelist.net/anime/16149/Kick-Heart
Kaitou Lupin: 813 no Nazo,['Mystery'],https://myanimelist.net/anime/17403/Kaitou_Lupin__813_no_Nazo
Kacchikenee!,['Supernatural'],https://myanimelist.net/anime/30921/Kacchikenee
Yanase Takashi Märchen Gekijou,['Kids'],https://myanimelist.net/anime/17471/Yanase_Takashi_M%C3%A4rchen_Gekijou
Heisei Inu Monogatari Bow Movie,"['Adventure', 'Comedy']",https://myanimelist.net/anime/2750/Heisei_Inu_Monogatari_Bow_Movie
Yamiyo no Jidaigeki,"['Historical', 'Horror']",https://myanimelist.net/anime/23765/Yamiyo_no_Jidaigeki
Haou Taikei Ryuu Knight: Adeu Legend,"['Action', 'Adventure', 'Fantasy', 'Mecha']",https://myanimelist.net/anime/1849/Haou_Taikei_Ryuu_Knight__Adeu_Legend
Gurazeni,"['Comedy', 'Drama', 'Seinen', 'Sports']",https://myanimelist.net/anime/35183/Gurazeni
Gokuu no Daibouken,"['Comedy', 'Fantasy']",https://myanimelist.net/anime/2687/Gokuu_no_Daibouken
Yamete! Writer Asobi: Doubutsu Mura no Shouboutai Shutsu Dou,"['Kids', 'Drama']",https://myanimelist.net/anime/28557/Yamete_Writer_Asobi__Doubutsu_Mura_no_Shouboutai_Shutsu_Dou
Yamakoshi Mura no Mari to Sanbiki no Koinu,"['Drama', 'Kids']",https://myanimelist.net/anime/30985/Yamakoshi_Mura_no_Mari_to_Sanbiki_no_Koinu
Ginga Hyouryuu Vifam: Kieta 12-nin,"['Sci-Fi', 'Adventure', 'Space', 'Mecha']",https://myanimelist.net/anime/9389/Ginga_Hyouryuu_Vifam__Kieta_12-nin
Godzilla 3: Hoshi wo Kuu Mono,"['Action', 'Adventure', 'Sci-Fi']",https://myanimelist.net/anime/37897/Godzilla_3__Hoshi_wo_Kuu_Mono
Yakyuukyou no Uta: Kita no Ookami Minami no Tora,"['Action', 'Sports', 'Drama']",https://myanimelist.net/anime/10563/Yakyuukyou_no_Uta__Kita_no_Ookami_Minami_no_Tora
Yakyuubu Aruaru,['Sports'],https://myanimelist.net/anime/31177/Yakyuubu_Aruaru
Domo TV,['Comedy'],https://myanimelist.net/anime/8815/Domo_TV
Yakusoku: Africa Mizu to Midori,"['Drama', 'Kids']",https://myanimelist.net/anime/26313/Yakusoku__Africa_Mizu_to_Midori
Chou Tokkyuu Hikarian,"['Action', 'Kids', 'Adventure']",https://myanimelist.net/anime/5189/Chou_Tokkyuu_Hikarian
Yakiniku-ten Sengoku,"['Slice of Life', 'Comedy']",https://myanimelist.net/anime/36626/Yakiniku-ten_Sengoku
Yaiyai Mori no Comic,"['Comedy', 'Parody']",https://myanimelist.net/anime/34918/Yaiyai_Mori_no_Comic
Xiyue Qi Tong (2006),"['Action', 'Adventure', 'Fantasy']",https://myanimelist.net/anime/32270/Xiyue_Qi_Tong_2006
Bakugan Battle Brawlers,"['Action', 'Game', 'Fantasy']",https://myanimelist.net/anime/2156/Bakugan_Battle_Brawlers
Yahabe,"['Game', 'Shounen', 'Supernatural']",https://myanimelist.net/anime/33744/Yahabe
Xiongmao He Xiao Yan Shu,"['Comedy', 'Kids']",https://myanimelist.net/anime/37219/Xiongmao_He_Xiao_Yan_Shu
Xiyue Qi Tong,"['Action', 'Adventure', 'Fantasy']",https://myanimelist.net/anime/32269/Xiyue_Qi_Tong
Xiong Chumo Zhi: Xue Ling Xiong Feng,"['Adventure', 'Comedy']",https://myanimelist.net/anime/32809/Xiong_Chumo_Zhi__Xue_Ling_Xiong_Feng
Xiong Chumo Zhi: Xiongxiong Leyuan,"['Adventure', 'Comedy', 'Kids']",https://myanimelist.net/anime/37101/Xiong_Chumo_Zhi__Xiongxiong_Leyuan
Xiong Chumo Zhi: Xiong Zin Guilai,"['Adventure', 'Comedy', 'Kids']",https://myanimelist.net/anime/37099/Xiong_Chumo_Zhi__Xiong_Zin_Guilai
Xiong Chumo Zhi: Tanxian Riji,"['Adventure', 'Comedy', 'Kids']",https://myanimelist.net/anime/37102/Xiong_Chumo_Zhi__Tanxian_Riji
Xiong Chumo Zhi: Xiari Lianlian Kan,"['Comedy', 'Kids']",https://myanimelist.net/anime/34676/Xiong_Chumo_Zhi__Xiari_Lianlian_Kan
Xiong Chumo Zhi: Qiu Ri Tuantuanzhuan,"['Comedy', 'Kids']",https://myanimelist.net/anime/34677/Xiong_Chumo_Zhi__Qiu_Ri_Tuantuanzhuan
Xiong Chumo Zhi: Qihuan Kongjian,"['Sci-Fi', 'Adventure', 'Kids']",https://myanimelist.net/anime/37100/Xiong_Chumo_Zhi__Qihuan_Kongjian
Xiong Chumo Zhi: Nianhuo,"['Adventure', 'Comedy', 'Kids']",https://myanimelist.net/anime/37098/Xiong_Chumo_Zhi__Nianhuo
Xiong Chumo Zhi: Huanqiu Da Maoxian,"['Comedy', 'Kids']",https://myanimelist.net/anime/32818/Xiong_Chumo_Zhi__Huanqiu_Da_Maoxian
Xiong Chumo Zhi: Guonian,"['Adventure', 'Comedy', 'Kids']",https://myanimelist.net/anime/37097/Xiong_Chumo_Zhi__Guonian
Xiong Chumo Zhi: Duo Bao Xiong Bing,"['Adventure', 'Comedy']",https://myanimelist.net/anime/32808/Xiong_Chumo_Zhi__Duo_Bao_Xiong_Bing
Xiong Chumo Zhi: Dongri Le Fantian,"['Comedy', 'Kids']",https://myanimelist.net/anime/32821/Xiong_Chumo_Zhi__Dongri_Le_Fantian
Xing You Ji: Fengbao Famila,"['Sci-Fi', 'Adventure', 'Fantasy']",https://myanimelist.net/anime/37149/Xing_You_Ji__Fengbao_Famila
Xing You Ji,"['Sci-Fi', 'Adventure', 'Fantasy']",https://myanimelist.net/anime/33630/Xing_You_Ji
Xingji Biaoche Wang,"['Action', 'Adventure', 'Cars']",https://myanimelist.net/anime/33670/Xingji_Biaoche_Wang
Xing Mao Lixian Ji Zhi Shu Fa Pian,"['Kids', 'Adventure']",https://myanimelist.net/anime/30140/Xing_Mao_Lixian_Ji_Zhi_Shu_Fa_Pian
Xiao Taiji,"['Action', 'Kids', 'Martial Arts']",https://myanimelist.net/anime/31700/Xiao_Taiji
Xiao Liyu Lixian Ji,"['Adventure', 'Kids', 'Magic', 'Fantasy']",https://myanimelist.net/anime/37300/Xiao_Liyu_Lixian_Ji
Xiao Hua Xian Di Er Ji,[],https://myanimelist.net/anime/40091/Xiao_Hua_Xian_Di_Er_Ji
Xiao Hua Xian,"['Kids', 'Magic']",https://myanimelist.net/anime/37225/Xiao_Hua_Xian
Xia Lan,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Drama', 'Magic', 'Martial Arts', 'Fantasy']",https://myanimelist.net/anime/34129/Xia_Lan
Xia Gu Zhong An Zu,['Fantasy'],https://myanimelist.net/anime/39192/Xia_Gu_Zhong_An_Zu
Wu Geng Ji 3rd Season,"['Action', 'Historical', 'Supernatural', 'Martial Arts', 'Fantasy']",https://myanimelist.net/anime/38467/Wu_Geng_Ji_3rd_Season
Wrestler Gundan Seisenshi Robin Jr.,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids', 'Parody', 'Sci-Fi', 'Super Power']",https://myanimelist.net/anime/7419/Wrestler_Gundan_Seisenshi_Robin_Jr
Wormy,['Music'],https://myanimelist.net/anime/39220/Wormy
Working Boys,['Kids'],https://myanimelist.net/anime/37343/Working_Boys
Wonderful World: Ganmen Shintaisou,"['Music', 'Kids']",https://myanimelist.net/anime/36394/Wonderful_World__Ganmen_Shintaisou
Wonder Bebil-kun,"['Comedy', 'Fantasy']",https://myanimelist.net/anime/12809/Wonder_Bebil-kun
Women,['Dementia'],https://myanimelist.net/anime/29986/Women
Babel Nisei,"['Sci-Fi', 'Adventure', 'Supernatural', 'Shounen']",https://myanimelist.net/anime/1666/Babel_Nisei
Wo Shi Na Zha,"['Kids', 'Fantasy']",https://myanimelist.net/anime/37661/Wo_Shi_Na_Zha
Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,"['Comedy', 'Super Power']",https://myanimelist.net/anime/9796/Atashinchi_3D_Movie__Jounetsu_no_Chou_Chounouryoku_Haha_Dai_Bousou
Wo Shi Jiang Xiaobai 2nd Season,"['Drama', 'Music', 'Romance', 'Slice of Life']",https://myanimelist.net/anime/38556/Wo_Shi_Jiang_Xiaobai_2nd_Season
Arcana Famiglia,"['Action', 'Harem', 'Supernatural', 'Romance', 'Shoujo']",https://myanimelist.net/anime/12967/Arcana_Famiglia
Witch Village Story,['Slice of Life'],https://myanimelist.net/anime/31696/Witch_Village_Story
Air Recap,"['Supernatural', 'Drama', 'Romance']",https://myanimelist.net/anime/36032/Air_Recap
Witch Hat: Majo to Boushi no Waltz,"['Music', 'Horror', 'Supernatural']",https://myanimelist.net/anime/40378/Witch_Hat__Majo_to_Boushi_no_Waltz
Whistle! (ONA),"['Sports', 'School', 'Shounen']",https://myanimelist.net/anime/34022/Whistle_ONA
12-sai.,"['Romance', 'School', 'Shoujo']",https://myanimelist.net/anime/23579/12-sai
The☆Doraemons: Goal! Goal! Goal!!,"['Kids', 'Fantasy', 'Sports', 'Comedy', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/2631/The%E2%98%86Doraemons__Goal_Goal_Goal
Wei Qi Shao Nian 2,"['Game', 'Historical']",https://myanimelist.net/anime/19839/Wei_Qi_Shao_Nian_2
Watashitachi no Mirai,['Kids'],https://myanimelist.net/anime/37493/Watashitachi_no_Mirai
Wazaguu! vs. Dangerous Jiisan Ja: Houfukuzettou! Anime Quiz,"['Kids', 'Comedy']",https://myanimelist.net/anime/22711/Wazaguu_vs_Dangerous_Jiisan_Ja__Houfukuzettou_Anime_Quiz
Tenshi Kinryouku,"['Action', 'Drama', 'Romance', 'Shoujo', 'Supernatural']",https://myanimelist.net/anime/51/Tenshi_Kinryouku
Watashitachi no Kurashi to Doboku,"['Historical', 'Kids', 'Samurai']",https://myanimelist.net/anime/22279/Watashitachi_no_Kurashi_to_Doboku
Shin Don Chuck Monogatari,"['Adventure', 'Kids', 'Slice of Life']",https://myanimelist.net/anime/23393/Shin_Don_Chuck_Monogatari
Renshenguo,['Adventure'],https://myanimelist.net/anime/9416/Renshenguo
Watashi wa Buranko,"['Music', 'Kids']",https://myanimelist.net/anime/37009/Watashi_wa_Buranko
Suhoyojeong Michel,"['Adventure', 'Fantasy', 'Kids']",https://myanimelist.net/anime/4801/Suhoyojeong_Michel
"Watashi wa ""Tofu"" Desu","['Music', 'Kids']",https://myanimelist.net/anime/30207/Watashi_wa_Tofu_Desu
PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,"['Magic', 'Shoujo', 'Slice of Life']",https://myanimelist.net/anime/37398/PriPara___Kiratto_Pri%E2%98%86chan_Movie__Kirakira_Memorial_Live
Watashi to Piano,"['Kids', 'Music']",https://myanimelist.net/anime/40576/Watashi_to_Piano
Watashi to Kotori to Suzu to,"['Music', 'Kids']",https://myanimelist.net/anime/35588/Watashi_to_Kotori_to_Suzu_to
Watashi no Ningyou,"['Kids', 'Music']",https://myanimelist.net/anime/40553/Watashi_no_Ningyou
Pop in Q,"['Music', 'Fantasy']",https://myanimelist.net/anime/30695/Pop_in_Q
Pokemon: Pikachu Tanken Club,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",https://myanimelist.net/anime/7550/Pokemon__Pikachu_Tanken_Club
Pokemon: Pikachu no Natsumatsuri,"['Action', 'Comedy', 'Fantasy', 'Kids']",https://myanimelist.net/anime/5845/Pokemon__Pikachu_no_Natsumatsuri
"Watashi no Na wa Outafukuko: Chiisana Shiawase wo, Chikyuu no Shiawase ni.",['Historical'],https://myanimelist.net/anime/38497/Watashi_no_Na_wa_Outafukuko__Chiisana_Shiawase_wo_Chikyuu_no_Shiawase_ni
Watashi no Kamifuusen,"['Music', 'Kids']",https://myanimelist.net/anime/39225/Watashi_no_Kamifuusen
Pokemon XY: New Year Special,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",https://myanimelist.net/anime/21703/Pokemon_XY__New_Year_Special
Peut-etre Toi,['Music'],https://myanimelist.net/anime/4890/Peut-etre_Toi
Panda-Z: The Robonimation,"['Action', 'Comedy', 'Kids', 'Mecha', 'Parody', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/2234/Panda-Z__The_Robonimation
Wasurenai yo,"['Music', 'Kids']",https://myanimelist.net/anime/37464/Wasurenai_yo
Onikiri Musume Saisen,"['Action', 'Samurai']",https://myanimelist.net/anime/37551/Onikiri_Musume_Saisen
Wasurerumonka!,"['Drama', 'Kids']",https://myanimelist.net/anime/30974/Wasurerumonka
Ojamajo Doremi: Owarai Gekijou,"['Comedy', 'Magic']",https://myanimelist.net/anime/39588/Ojamajo_Doremi__Owarai_Gekijou
Ocha-ken: Chokotto Monogatari,"['Comedy', 'Kids']",https://myanimelist.net/anime/2233/Ocha-ken__Chokotto_Monogatari
Washimo 7th Season,"['Comedy', 'Kids', 'School', 'Sci-Fi', 'Slice of Life']",https://myanimelist.net/anime/39528/Washimo_7th_Season
Washimo 5th Season,"['Sci-Fi', 'Slice of Life', 'Comedy', 'Kids', 'School']",https://myanimelist.net/anime/35295/Washimo_5th_Season
Washimo 4th Season,"['Sci-Fi', 'Slice of Life', 'Comedy', 'Kids', 'School']",https://myanimelist.net/anime/33099/Washimo_4th_Season
Washimo 2nd Season,"['Sci-Fi', 'Slice of Life', 'Comedy', 'Kids', 'School']",https://myanimelist.net/anime/29099/Washimo_2nd_Season
Washimo 3rd Season,"['Comedy', 'Kids', 'School', 'Sci-Fi', 'Slice of Life']",https://myanimelist.net/anime/30875/Washimo_3rd_Season
Waresho! Warera! Shodobutsu Aigo Iinkai,['Comedy'],https://myanimelist.net/anime/39978/Waresho_Warera_Shodobutsu_Aigo_Iinkai
My Life,"['Slice of Life', 'Drama']",https://myanimelist.net/anime/16690/My_Life
Wareware no Heya,[],https://myanimelist.net/anime/33319/Wareware_no_Heya
Warera Salaryman Tou,"['Comedy', 'Slice of Life']",https://myanimelist.net/anime/22219/Warera_Salaryman_Tou
Ningyohime Marina no Bouken,"['Drama', 'Fantasy', 'Kids', 'Romance']",https://myanimelist.net/anime/3194/Ningyohime_Marina_no_Bouken
Memories Off 2nd,"['Romance', 'Drama']",https://myanimelist.net/anime/362/Memories_Off_2nd
Warau Tsuki,['Kids'],https://myanimelist.net/anime/34717/Warau_Tsuki
Marie & Gali,['Comedy'],https://myanimelist.net/anime/6130/Marie___Gali
Wang Zhe Wai Chuan,['Comedy'],https://myanimelist.net/anime/39190/Wang_Zhe_Wai_Chuan
Wanghu Sim Cheong,['Fantasy'],https://myanimelist.net/anime/4544/Wanghu_Sim_Cheong
Wan Wan Kajida Wan,"['Kids', 'Sci-Fi']",https://myanimelist.net/anime/39152/Wan_Wan_Kajida_Wan
Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,"['Magic', 'Comedy']",https://myanimelist.net/anime/23341/Mahouka_Koukou_no_Rettousei__Yoku_Wakaru_Mahouka
Walls,['Dementia'],https://myanimelist.net/anime/38847/Walls
Walking Meat,"['Action', 'Supernatural']",https://myanimelist.net/anime/33438/Walking_Meat
Wala! Pyeon-uijeom The Animation,['Slice of Life'],https://myanimelist.net/anime/17106/Wala_Pyeon-uijeom_The_Animation
Mahou no Mako-chan,"['Fantasy', 'Magic', 'Romance', 'Shoujo']",https://myanimelist.net/anime/4113/Mahou_no_Mako-chan
Waku Waku Koma-chan,"['Adventure', 'Kids']",https://myanimelist.net/anime/33480/Waku_Waku_Koma-chan
Magnerobo Ga-Keen,"['Action', 'Mecha', 'Sci-Fi']",https://myanimelist.net/anime/3932/Magnerobo_Ga-Keen
Wakamono to Koinu to Croissant,"['Kids', 'Music']",https://myanimelist.net/anime/36808/Wakamono_to_Koinu_to_Croissant
Wagaya no Koutsuu Anzen: Chichi to no Yakusoku,['Kids'],https://myanimelist.net/anime/35170/Wagaya_no_Koutsuu_Anzen__Chichi_to_no_Yakusoku
Machine Robo: Cronos no Dai Gyakushuu,"['Action', 'Martial Arts', 'Mecha', 'Sci-Fi', 'Space']",https://myanimelist.net/anime/3676/Machine_Robo__Cronos_no_Dai_Gyakushuu
Line Town,"['Comedy', 'Kids']",https://myanimelist.net/anime/18155/Line_Town
Wagahai wa Neko de Aru,"['Comedy', 'Historical', 'Slice of Life']",https://myanimelist.net/anime/20145/Wagahai_wa_Neko_de_Aru
Laidbackers,"['Comedy', 'Magic', 'Fantasy']",https://myanimelist.net/anime/38558/Laidbackers
Waga Na wa Cowboy,"['Music', 'Kids']",https://myanimelist.net/anime/36392/Waga_Na_wa_Cowboy
Wa Wa Wa Wappi-chan 2nd Season,['Kids'],https://myanimelist.net/anime/33084/Wa_Wa_Wa_Wappi-chan_2nd_Season
Kouya no Shounen Isamu,"['Action', 'Adventure', 'Shounen']",https://myanimelist.net/anime/4597/Kouya_no_Shounen_Isamu
Visitor,['Sci-Fi'],https://myanimelist.net/anime/18627/Visitor
Wagahai wa Inu de Aru: Don Matsugorou no Seikatsu,"['Comedy', 'Slice of Life']",https://myanimelist.net/anime/24447/Wagahai_wa_Inu_de_Aru__Don_Matsugorou_no_Seikatsu
Wa Wa Wa Wappi-chan,['Kids'],https://myanimelist.net/anime/33083/Wa_Wa_Wa_Wappi-chan
Virtual-san wa Miteiru Specials,"['Music', 'Comedy']",https://myanimelist.net/anime/38998/Virtual-san_wa_Miteiru_Specials
Virtual Star 2000,"['Action', 'Music']",https://myanimelist.net/anime/22561/Virtual_Star_2000
Violence Voyager,"['Adventure', 'Comedy', 'Horror']",https://myanimelist.net/anime/38781/Violence_Voyager
Konbini Kareshi,"['Slice of Life', 'Romance']",https://myanimelist.net/anime/35434/Konbini_Kareshi
Video Ehonkan Sekai Meisaku Douwa,"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Kids', 'Magic', 'Sci-Fi', 'Space', 'Supernatural']",https://myanimelist.net/anime/30029/Video_Ehonkan_Sekai_Meisaku_Douwa
Video Ranger 007,"['Action', 'Adventure', 'Mecha']",https://myanimelist.net/anime/16832/Video_Ranger_007
Velvet Underworld: Fragment Person,"['Action', 'Music']",https://myanimelist.net/anime/35504/Velvet_Underworld__Fragment_Person
Vary Peri,"['Adventure', 'Comedy', 'Kids', 'Magic']",https://myanimelist.net/anime/35641/Vary_Peri
Vampiyan Kids Promotion,"['Comedy', 'Fantasy', 'Kids']",https://myanimelist.net/anime/25599/Vampiyan_Kids_Promotion
Vampiyan Kids Specials,"['Fantasy', 'Comedy', 'Kids']",https://myanimelist.net/anime/25597/Vampiyan_Kids_Specials
Uwabaki Cook no Tekitou Uranai!,['Comedy'],https://myanimelist.net/anime/30605/Uwabaki_Cook_no_Tekitou_Uranai
Uwabaki Cook,['Kids'],https://myanimelist.net/anime/30131/Uwabaki_Cook
Utsurun Desu.,['Comedy'],https://myanimelist.net/anime/6528/Utsurun_Desu
Utsukushii Message,"['Drama', 'Kids']",https://myanimelist.net/anime/30941/Utsukushii_Message
Utsukushii Chikyuu wo Yogosanai de,['Drama'],https://myanimelist.net/anime/33897/Utsukushii_Chikyuu_wo_Yogosanai_de
Ushiro no Seki no Ochiai-kun,"['Kids', 'School']",https://myanimelist.net/anime/27851/Ushiro_no_Seki_no_Ochiai-kun
Ushiro no Hyakutarou,"['Horror', 'School', 'Supernatural']",https://myanimelist.net/anime/12833/Ushiro_no_Hyakutarou
